ItemType	Code	Equiv1	Equiv2	*skillID	*CTC	Repair	Body	BodyLoc1	BodyLoc2	Shoots	Quiver	Throwable	Reload	ReEquip	AutoStack	Magic	Rare	Normal	Beltable	MaxSockets1	MaxSocketsLevelThreshold1	MaxSockets2	MaxSocketsLevelThreshold2	MaxSockets3	TreasureClass	Rarity	StaffMods	Class	VarInvGfx	InvGfx1	InvGfx2	InvGfx3	InvGfx4	InvGfx5	InvGfx6	StorePage	*eol	UICategory	RunewordCategory1	RunewordCategory2	Restricted
m864	m864			24885	id 390 lev18	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m865	m865			24886	id 390 lev19	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m866	m866			24887	id 390 lev20	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m867	m867			24888	id 390 lev21	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m868	m868			24889	id 390 lev22	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m869	m869			24890	id 390 lev23	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m870	m870			24891	id 390 lev24	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m871	m871			24892	id 390 lev25	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m872	m872			24893	id 390 lev26	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m873	m873			24894	id 390 lev27	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m874	m874			24895	id 390 lev28	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m875	m875			24896	id 390 lev29	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m876	m876			24897	id 390 lev30	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m877	m877			24898	id 390 lev31	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m878	m878			24899	id 390 lev32	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m879	m879			24900	id 390 lev33	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m880	m880			24901	id 390 lev34	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m881	m881			24902	id 390 lev35	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m882	m882			24903	id 390 lev36	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m883	m883			24904	id 390 lev37	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m884	m884			24905	id 390 lev38	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m885	m885			24906	id 390 lev39	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m886	m886			24907	id 390 lev40	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m887	m887			24908	id 390 lev41	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m888	m888			24909	id 390 lev42	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m889	m889			24910	id 390 lev43	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m890	m890			24911	id 390 lev44	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m891	m891			24912	id 390 lev45	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m892	m892			24913	id 390 lev46	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m893	m893			24914	id 390 lev47	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m894	m894			24915	id 390 lev48	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m895	m895			24916	id 390 lev49	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m896	m896			24917	id 390 lev50	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m897	m897			24918	id 390 lev51	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m898	m898			24919	id 390 lev52	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m899	m899			24920	id 390 lev53	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m900	m900			24921	id 390 lev54	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m901	m901			24922	id 390 lev55	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m902	m902			24923	id 390 lev56	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m903	m903			24924	id 390 lev57	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m904	m904			24925	id 390 lev58	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m905	m905			24926	id 390 lev59	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m906	m906			24927	id 390 lev60	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m907	m907			24928	id 390 lev61	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m908	m908			24929	id 390 lev62	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m909	m909			24930	id 390 lev63	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m910	m910			24931	id 391 lev0	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m911	m911			24932	id 391 lev1	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m912	m912			24933	id 391 lev2	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m913	m913			24934	id 391 lev3	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m914	m914			24935	id 391 lev4	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m915	m915			24936	id 391 lev5	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m916	m916			24937	id 391 lev6	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m917	m917			24938	id 391 lev7	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m918	m918			24939	id 391 lev8	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m919	m919			24940	id 391 lev9	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m920	m920			24941	id 391 lev10	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m921	m921			24942	id 391 lev11	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m922	m922			24943	id 391 lev12	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m923	m923			24944	id 391 lev13	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m924	m924			24945	id 391 lev14	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m925	m925			24946	id 391 lev15	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m926	m926			24947	id 391 lev16	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m927	m927			24948	id 391 lev17	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m928	m928			24949	id 391 lev18	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m929	m929			24950	id 391 lev19	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m930	m930			24951	id 391 lev20	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m931	m931			24952	id 391 lev21	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m932	m932			24953	id 391 lev22	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m933	m933			24954	id 391 lev23	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m934	m934			24955	id 391 lev24	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m935	m935			24956	id 391 lev25	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m936	m936			24957	id 391 lev26	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m937	m937			24958	id 391 lev27	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m938	m938			24959	id 391 lev28	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m939	m939			24960	id 391 lev29	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m940	m940			24961	id 391 lev30	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m941	m941			24962	id 391 lev31	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m942	m942			24963	id 391 lev32	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m943	m943			24964	id 391 lev33	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m944	m944			24965	id 391 lev34	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m945	m945			24966	id 391 lev35	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m946	m946			24967	id 391 lev36	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m947	m947			24968	id 391 lev37	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m948	m948			24969	id 391 lev38	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m949	m949			24970	id 391 lev39	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m950	m950			24971	id 391 lev40	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m951	m951			24972	id 391 lev41	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m952	m952			24973	id 391 lev42	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m953	m953			24974	id 391 lev43	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m954	m954			24975	id 391 lev44	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m955	m955			24976	id 391 lev45	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m956	m956			24977	id 391 lev46	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m957	m957			24978	id 391 lev47	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m958	m958			24979	id 391 lev48	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m959	m959			24980	id 391 lev49	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m960	m960			24981	id 391 lev50	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m961	m961			24982	id 391 lev51	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m962	m962			24983	id 391 lev52	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m963	m963			24984	id 391 lev53	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m964	m964			24985	id 391 lev54	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m965	m965			24986	id 391 lev55	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m966	m966			24987	id 391 lev56	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m967	m967			24988	id 391 lev57	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m968	m968			24989	id 391 lev58	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m969	m969			24990	id 391 lev59	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m970	m970			24991	id 391 lev60	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m971	m971			24992	id 391 lev61	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m972	m972			24993	id 391 lev62	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m973	m973			24994	id 391 lev63	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m974	m974			24995	id 392 lev0	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m975	m975			24996	id 392 lev1	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m976	m976			24997	id 392 lev2	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m977	m977			24998	id 392 lev3	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m978	m978			24999	id 392 lev4	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m979	m979			25000	id 392 lev5	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m980	m980			25001	id 392 lev6	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m981	m981			25002	id 392 lev7	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m982	m982			25003	id 392 lev8	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m983	m983			25004	id 392 lev9	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m984	m984			25005	id 392 lev10	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m985	m985			25006	id 392 lev11	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m986	m986			25007	id 392 lev12	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m987	m987			25008	id 392 lev13	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m988	m988			25009	id 392 lev14	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m989	m989			25010	id 392 lev15	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m990	m990			25011	id 392 lev16	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m991	m991			25012	id 392 lev17	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m992	m992			25013	id 392 lev18	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m993	m993			25014	id 392 lev19	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m994	m994			25015	id 392 lev20	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m995	m995			25016	id 392 lev21	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m996	m996			25017	id 392 lev22	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m997	m997			25018	id 392 lev23	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m998	m998			25019	id 392 lev24	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
m999	m999			25020	id 392 lev25	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M000	M000			25021	id 392 lev26	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M001	M001			25022	id 392 lev27	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M002	M002			25023	id 392 lev28	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M003	M003			25024	id 392 lev29	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M004	M004			25025	id 392 lev30	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M005	M005			25026	id 392 lev31	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M006	M006			25027	id 392 lev32	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M007	M007			25028	id 392 lev33	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M008	M008			25029	id 392 lev34	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M009	M009			25030	id 392 lev35	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M010	M010			25031	id 392 lev36	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M011	M011			25032	id 392 lev37	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M012	M012			25033	id 392 lev38	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M013	M013			25034	id 392 lev39	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M014	M014			25035	id 392 lev40	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M015	M015			25036	id 392 lev41	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M016	M016			25037	id 392 lev42	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M017	M017			25038	id 392 lev43	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M018	M018			25039	id 392 lev44	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M019	M019			25040	id 392 lev45	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M020	M020			25041	id 392 lev46	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M021	M021			25042	id 392 lev47	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M022	M022			25043	id 392 lev48	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M023	M023			25044	id 392 lev49	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M024	M024			25045	id 392 lev50	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M025	M025			25046	id 392 lev51	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M026	M026			25047	id 392 lev52	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M027	M027			25048	id 392 lev53	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M028	M028			25049	id 392 lev54	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M029	M029			25050	id 392 lev55	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M030	M030			25051	id 392 lev56	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M031	M031			25052	id 392 lev57	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M032	M032			25053	id 392 lev58	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M033	M033			25054	id 392 lev59	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M034	M034			25055	id 392 lev60	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M035	M035			25056	id 392 lev61	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M036	M036			25057	id 392 lev62	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M037	M037			25058	id 392 lev63	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M038	M038			25059	id 393 lev0	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M039	M039			25060	id 393 lev1	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M040	M040			25061	id 393 lev2	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M041	M041			25062	id 393 lev3	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M042	M042			25063	id 393 lev4	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M043	M043			25064	id 393 lev5	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M044	M044			25065	id 393 lev6	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M045	M045			25066	id 393 lev7	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M046	M046			25067	id 393 lev8	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M047	M047			25068	id 393 lev9	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M048	M048			25069	id 393 lev10	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M049	M049			25070	id 393 lev11	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M050	M050			25071	id 393 lev12	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M051	M051			25072	id 393 lev13	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M052	M052			25073	id 393 lev14	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M053	M053			25074	id 393 lev15	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M054	M054			25075	id 393 lev16	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M055	M055			25076	id 393 lev17	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M056	M056			25077	id 393 lev18	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M057	M057			25078	id 393 lev19	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M058	M058			25079	id 393 lev20	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M059	M059			25080	id 393 lev21	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M060	M060			25081	id 393 lev22	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M061	M061			25082	id 393 lev23	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M062	M062			25083	id 393 lev24	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M063	M063			25084	id 393 lev25	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M064	M064			25085	id 393 lev26	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M065	M065			25086	id 393 lev27	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M066	M066			25087	id 393 lev28	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M067	M067			25088	id 393 lev29	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M068	M068			25089	id 393 lev30	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M069	M069			25090	id 393 lev31	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M070	M070			25091	id 393 lev32	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M071	M071			25092	id 393 lev33	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M072	M072			25093	id 393 lev34	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M073	M073			25094	id 393 lev35	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M074	M074			25095	id 393 lev36	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M075	M075			25096	id 393 lev37	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M076	M076			25097	id 393 lev38	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M077	M077			25098	id 393 lev39	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M078	M078			25099	id 393 lev40	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M079	M079			25100	id 393 lev41	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M080	M080			25101	id 393 lev42	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M081	M081			25102	id 393 lev43	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M082	M082			25103	id 393 lev44	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M083	M083			25104	id 393 lev45	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M084	M084			25105	id 393 lev46	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M085	M085			25106	id 393 lev47	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M086	M086			25107	id 393 lev48	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M087	M087			25108	id 393 lev49	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M088	M088			25109	id 393 lev50	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M089	M089			25110	id 393 lev51	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M090	M090			25111	id 393 lev52	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M091	M091			25112	id 393 lev53	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M092	M092			25113	id 393 lev54	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M093	M093			25114	id 393 lev55	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M094	M094			25115	id 393 lev56	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M095	M095			25116	id 393 lev57	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M096	M096			25117	id 393 lev58	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M097	M097			25118	id 393 lev59	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M098	M098			25119	id 393 lev60	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M099	M099			25120	id 393 lev61	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M100	M100			25121	id 393 lev62	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M101	M101			25122	id 393 lev63	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M102	M102			25123	id 394 lev0	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M103	M103			25124	id 394 lev1	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M104	M104			25125	id 394 lev2	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M105	M105			25126	id 394 lev3	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M106	M106			25127	id 394 lev4	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M107	M107			25128	id 394 lev5	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M108	M108			25129	id 394 lev6	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M109	M109			25130	id 394 lev7	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M110	M110			25131	id 394 lev8	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M111	M111			25132	id 394 lev9	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M112	M112			25133	id 394 lev10	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
